,Name,Height,CO2,Pollution,Crown_height,Crown_width,Canopy,Leaf_area,Leaf_biomass,circoscrizione
8401,Celtis australis,5.0,2.0,78.6,1.5,5.0,19.6,54.2,3.2,GARDOLO
8400,Celtis australis,10.0,1.4,741.9,3.0,12.0,113.1,511.4,30.1,CENTRO STORICO PIEDICASTELLO
8399,Celtis australis,8.0,2.2,385.7,2.4,9.0,63.6,265.9,15.7,CENTRO STORICO PIEDICASTELLO
604,Celtis australis,6.0,0.8,45.3,1.8,5.0,19.6,31.2,1.8,GARDOLO
8758,Celtis australis,6.0,1.3,215.7,1.8,9.0,63.6,148.7,8.8,CENTRO STORICO PIEDICASTELLO
603,Celtis australis,5.0,0.8,17.5,1.5,3.0,7.1,12.0,0.7,GARDOLO
601,Celtis australis,5.0,0.8,17.5,1.5,3.0,7.1,12.0,0.7,GARDOLO
8756,Celtis australis,7.0,1.1,100.0,2.1,6.0,28.3,68.9,4.1,CENTRO STORICO PIEDICASTELLO
8755,Celtis australis,5.0,1.0,128.9,1.5,7.0,38.5,88.9,5.2,CENTRO STORICO PIEDICASTELLO
8754,Celtis australis,6.0,1.8,331.1,1.8,9.0,63.6,228.2,13.5,CENTRO STORICO PIEDICASTELLO
8753,Celtis australis,8.0,1.5,282.2,2.4,9.0,63.6,194.5,11.5,CENTRO STORICO PIEDICASTELLO
8752,Celtis australis,7.0,1.8,339.7,2.1,9.0,63.6,234.1,13.8,CENTRO STORICO PIEDICASTELLO
8751,Celtis australis,8.0,1.8,418.2,2.4,11.0,95.0,288.3,17.0,CENTRO STORICO PIEDICASTELLO
8750,Celtis australis,9.0,1.9,493.2,2.7,11.0,95.0,340.0,20.0,CENTRO STORICO PIEDICASTELLO
8749,Celtis australis,8.0,1.9,597.7,2.4,12.0,113.1,412.0,24.3,CENTRO STORICO PIEDICASTELLO
8707,Celtis australis,7.0,1.6,441.2,2.1,12.0,113.1,304.2,17.9,CENTRO STORICO PIEDICASTELLO
8706,Celtis australis,6.0,1.5,225.8,1.8,8.0,50.3,155.6,9.2,CENTRO STORICO PIEDICASTELLO
8705,Celtis australis,6.0,1.3,196.7,1.8,8.0,50.3,135.6,8.0,CENTRO STORICO PIEDICASTELLO
8703,Celtis australis,4.0,0.6,8.1,1.2,2.0,3.1,5.6,0.3,CENTRO STORICO PIEDICASTELLO
596,Celtis australis,6.0,0.8,45.3,1.8,5.0,19.6,31.2,1.8,GARDOLO
597,Celtis australis,6.0,0.8,42.3,1.8,5.0,19.6,29.2,1.7,GARDOLO
598,Celtis australis,6.0,0.8,51.1,1.8,5.0,19.6,35.3,2.1,GARDOLO
599,Celtis australis,5.0,0.8,15.5,1.5,3.0,7.1,10.7,0.6,GARDOLO
600,Celtis australis,5.0,0.8,15.5,1.5,3.0,7.1,10.7,0.6,GARDOLO
602,Celtis australis,5.0,0.8,15.5,1.5,3.0,7.1,10.7,0.6,GARDOLO
1593,Celtis australis,10.0,1.2,103.2,3.0,6.0,28.3,71.1,4.2,ARGENTARIO
7387,Celtis australis,9.0,1.2,164.9,2.7,7.0,38.5,113.7,6.7,OLTREFERSINA
3405,Celtis australis,15.0,1.8,546.3,4.5,13.0,132.7,376.6,22.2,OLTREFERSINA
2250,Celtis australis,12.0,1.8,230.9,3.6,8.0,50.3,159.2,9.4,CENTRO STORICO PIEDICASTELLO
2251,Celtis australis,17.0,1.8,767.8,5.1,13.0,132.7,529.3,31.2,CENTRO STORICO PIEDICASTELLO
2252,Celtis australis,14.0,2.2,629.6,4.2,11.0,95.0,434.0,25.6,CENTRO STORICO PIEDICASTELLO
3418,Celtis australis,8.0,1.1,204.5,2.4,8.0,50.3,141.0,8.3,OLTREFERSINA
3417,Celtis australis,10.0,1.6,182.5,3.0,7.0,38.5,125.8,7.4,OLTREFERSINA
3416,Celtis australis,10.0,1.8,205.5,3.0,7.0,38.5,141.7,8.4,OLTREFERSINA
3415,Celtis australis,8.3,1.3,140.6,2.5,6.7,35.2,96.9,5.7,OLTREFERSINA
3414,Celtis australis,8.3,1.3,132.0,2.5,6.7,35.2,91.0,5.4,OLTREFERSINA
3249,Celtis australis,15.0,2.1,606.9,4.5,12.0,113.1,418.4,24.7,CENTRO STORICO PIEDICASTELLO
3413,Celtis australis,11.0,1.2,270.5,3.3,9.0,63.6,186.5,11.0,OLTREFERSINA
3412,Celtis australis,11.0,1.1,141.7,3.3,7.0,38.5,97.7,5.8,OLTREFERSINA
3411,Celtis australis,11.0,0.9,128.0,3.3,7.0,38.5,88.2,5.2,OLTREFERSINA
3410,Celtis australis,11.0,0.8,34.5,3.3,4.0,12.6,23.8,1.4,OLTREFERSINA
3409,Celtis australis,11.0,0.9,45.8,3.3,4.0,12.6,31.6,1.9,OLTREFERSINA
5440,Celtis australis,8.0,1.3,228.2,2.4,8.0,50.3,157.3,9.3,CENTRO STORICO PIEDICASTELLO
5442,Celtis australis,10.0,1.3,395.8,3.0,10.0,78.5,272.9,16.1,CENTRO STORICO PIEDICASTELLO
5443,Celtis australis,8.0,1.2,164.8,2.4,8.0,50.3,113.6,6.7,CENTRO STORICO PIEDICASTELLO
5444,Celtis australis,8.0,1.6,252.6,2.4,8.0,50.3,174.1,10.3,CENTRO STORICO PIEDICASTELLO
5445,Celtis australis,10.0,1.4,381.7,3.0,10.0,78.5,263.1,15.5,CENTRO STORICO PIEDICASTELLO
5446,Celtis australis,10.0,1.3,327.6,3.0,10.0,78.5,225.8,13.3,CENTRO STORICO PIEDICASTELLO
5448,Celtis australis,10.0,1.5,369.9,3.0,10.0,78.5,255.0,15.0,CENTRO STORICO PIEDICASTELLO
5449,Celtis australis,3.0,0.4,2.6,0.9,1.0,0.8,1.8,0.1,CENTRO STORICO PIEDICASTELLO
5450,Celtis australis,8.0,1.3,228.2,2.4,8.0,50.3,157.3,9.3,CENTRO STORICO PIEDICASTELLO
2249,Celtis australis,16.0,1.8,442.0,4.8,9.0,63.6,304.7,18.0,CENTRO STORICO PIEDICASTELLO
5451,Celtis australis,10.0,1.5,418.0,3.0,10.0,78.5,288.1,17.0,CENTRO STORICO PIEDICASTELLO
2248,Celtis australis,12.0,2.2,750.7,3.6,14.0,153.9,517.5,30.5,CENTRO STORICO PIEDICASTELLO
3419,Celtis australis,9.0,1.2,227.1,2.7,8.0,50.3,156.5,9.2,OLTREFERSINA
5420,Celtis australis,6.0,1.3,189.2,1.8,8.0,50.3,130.5,7.7,CENTRO STORICO PIEDICASTELLO
5423,Celtis australis,4.0,0.4,3.2,1.2,1.0,0.8,2.2,0.1,CENTRO STORICO PIEDICASTELLO
5424,Celtis australis,7.0,1.3,260.5,2.1,9.0,63.6,179.6,10.6,CENTRO STORICO PIEDICASTELLO
5425,Celtis australis,7.0,1.2,148.4,2.1,7.0,38.5,102.3,6.0,CENTRO STORICO PIEDICASTELLO
5426,Celtis australis,8.0,1.0,163.6,2.4,8.0,50.3,112.8,6.6,CENTRO STORICO PIEDICASTELLO
5428,Celtis australis,6.0,1.0,89.5,1.8,6.0,28.3,61.7,3.6,CENTRO STORICO PIEDICASTELLO
5430,Celtis australis,7.0,1.0,88.4,2.1,6.0,28.3,60.9,3.6,CENTRO STORICO PIEDICASTELLO
5433,Celtis australis,7.0,1.0,129.2,2.1,7.0,38.5,89.1,5.3,CENTRO STORICO PIEDICASTELLO
5437,Celtis australis,9.0,1.2,273.8,2.7,9.0,63.6,188.7,11.1,CENTRO STORICO PIEDICASTELLO
5438,Celtis australis,8.0,1.1,204.5,2.4,8.0,50.3,141.0,8.3,CENTRO STORICO PIEDICASTELLO
5439,Celtis australis,6.0,0.9,76.3,1.8,6.0,28.3,52.6,3.1,CENTRO STORICO PIEDICASTELLO
3427,Celtis australis,10.0,1.4,254.5,3.0,8.0,50.3,175.4,10.3,OLTREFERSINA
3426,Celtis australis,10.0,1.3,210.3,3.0,8.0,50.3,145.0,8.5,OLTREFERSINA
3425,Celtis australis,10.0,1.6,264.7,3.0,8.0,50.3,182.4,10.8,OLTREFERSINA
2921,Celtis australis,6.0,0.8,25.5,1.8,4.0,12.6,17.6,1.0,OLTREFERSINA
2920,Celtis australis,6.0,0.9,34.6,1.8,4.0,12.6,23.8,1.4,OLTREFERSINA
2919,Celtis australis,4.5,0.8,22.8,1.3,3.5,9.6,15.7,0.9,OLTREFERSINA
2918,Celtis australis,13.0,1.8,465.6,3.9,10.0,78.5,321.0,18.9,OLTREFERSINA
3424,Celtis australis,10.0,1.6,249.5,3.0,8.0,50.3,172.0,10.1,OLTREFERSINA
3423,Celtis australis,10.0,1.5,257.1,3.0,8.0,50.3,177.2,10.4,OLTREFERSINA
3422,Celtis australis,11.0,1.4,333.5,3.3,9.0,63.6,229.9,13.6,OLTREFERSINA
3421,Celtis australis,11.0,2.0,384.6,3.3,10.0,78.5,265.1,15.6,OLTREFERSINA
3420,Celtis australis,10.0,1.3,314.0,3.0,9.0,63.6,216.4,12.8,OLTREFERSINA
2187,Celtis australis,9.0,1.3,192.7,2.7,8.0,50.3,132.9,7.8,S.GIUSEPPE-S.CHIARA
5418,Celtis australis,7.0,1.1,117.4,2.1,7.0,38.5,80.9,4.8,CENTRO STORICO PIEDICASTELLO
5453,Celtis australis,8.0,1.0,142.6,2.4,7.0,38.5,98.3,5.8,CENTRO STORICO PIEDICASTELLO
5456,Celtis australis,8.0,1.2,357.7,2.4,10.0,78.5,246.6,14.5,CENTRO STORICO PIEDICASTELLO
2273,Celtis australis,8.0,1.1,169.2,2.4,8.0,50.3,116.7,6.9,OLTREFERSINA
2274,Celtis australis,8.0,1.1,78.2,2.4,6.0,28.3,53.9,3.2,OLTREFERSINA
2275,Celtis australis,8.5,1.3,94.8,2.6,6.0,28.3,65.4,3.9,OLTREFERSINA
2276,Celtis australis,10.0,1.1,193.1,3.0,8.5,56.7,133.1,7.8,CENTRO STORICO PIEDICASTELLO
2277,Celtis australis,14.0,0.1,445.4,4.2,9.0,63.6,307.1,18.1,CENTRO STORICO PIEDICASTELLO
2278,Celtis australis,12.0,0.4,382.9,3.6,8.0,50.3,264.0,15.6,OLTREFERSINA
3408,Celtis australis,13.0,1.8,465.6,3.9,10.0,78.5,321.0,18.9,OLTREFERSINA
3407,Celtis australis,8.3,1.3,132.0,2.5,6.7,35.2,91.0,5.4,OLTREFERSINA
3406,Celtis australis,13.0,1.6,379.7,3.9,9.0,63.6,261.7,15.4,OLTREFERSINA
3250,Celtis australis,13.0,2.1,644.4,3.9,12.0,113.1,444.2,26.2,CENTRO STORICO PIEDICASTELLO
3251,Celtis australis,14.0,2.1,682.6,4.2,12.0,113.1,470.5,27.7,CENTRO STORICO PIEDICASTELLO
3252,Celtis australis,15.0,2.2,698.2,4.5,12.0,113.1,481.3,28.4,CENTRO STORICO PIEDICASTELLO
3253,Celtis australis,15.0,2.1,572.5,4.5,13.0,132.7,394.6,23.3,CENTRO STORICO PIEDICASTELLO
3254,Celtis australis,13.0,2.1,675.2,3.9,12.0,113.1,465.5,27.4,CENTRO STORICO PIEDICASTELLO
3255,Celtis australis,13.0,1.9,583.6,3.9,11.0,95.0,402.3,23.7,CENTRO STORICO PIEDICASTELLO
3256,Celtis australis,14.0,2.1,678.3,4.2,12.0,113.1,467.6,27.6,CENTRO STORICO PIEDICASTELLO
3257,Celtis australis,15.0,2.1,541.8,4.5,11.5,103.9,373.5,22.0,CENTRO STORICO PIEDICASTELLO
3258,Celtis australis,14.0,1.9,656.3,4.2,12.0,113.1,452.4,26.7,CENTRO STORICO PIEDICASTELLO
3259,Celtis australis,14.0,2.0,674.0,4.2,12.0,113.1,464.6,27.4,OLTREFERSINA
3260,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,CENTRO STORICO PIEDICASTELLO
3261,Celtis australis,14.0,2.0,600.3,4.2,11.5,103.9,413.8,24.4,CENTRO STORICO PIEDICASTELLO
3262,Celtis australis,13.0,2.0,603.6,3.9,11.0,95.0,416.1,24.5,CENTRO STORICO PIEDICASTELLO
3263,Celtis australis,15.0,2.1,514.4,4.5,11.0,95.0,354.6,20.9,CENTRO STORICO PIEDICASTELLO
2272,Celtis australis,8.0,0.8,106.6,2.4,7.0,38.5,73.5,4.3,OLTREFERSINA
5454,Celtis australis,8.0,1.1,130.6,2.4,7.0,38.5,90.0,5.3,CENTRO STORICO PIEDICASTELLO
2271,Celtis australis,8.0,0.9,190.5,2.4,8.0,50.3,131.3,7.7,OLTREFERSINA
2269,Celtis australis,8.0,0.8,131.8,2.4,7.0,38.5,90.9,5.4,OLTREFERSINA
5458,Celtis australis,10.0,1.2,285.8,3.0,10.0,78.5,197.0,11.6,CENTRO STORICO PIEDICASTELLO
5459,Celtis australis,10.0,1.2,285.8,3.0,10.0,78.5,197.0,11.6,CENTRO STORICO PIEDICASTELLO
5460,Celtis australis,10.0,1.3,327.6,3.0,10.0,78.5,225.8,13.3,CENTRO STORICO PIEDICASTELLO
5462,Celtis australis,10.0,1.3,395.8,3.0,10.0,78.5,272.9,16.1,CENTRO STORICO PIEDICASTELLO
5463,Celtis australis,10.0,1.2,215.2,3.0,8.0,50.3,148.3,8.7,CENTRO STORICO PIEDICASTELLO
5465,Celtis australis,10.0,1.2,285.8,3.0,10.0,78.5,197.0,11.6,CENTRO STORICO PIEDICASTELLO
5468,Celtis australis,7.0,1.0,93.8,2.1,6.0,28.3,64.6,3.8,S.GIUSEPPE-S.CHIARA
2253,Celtis australis,15.0,1.2,975.8,4.5,16.0,201.1,672.7,39.7,OLTREFERSINA
2254,Celtis australis,25.0,1.5,137.7,7.5,4.0,12.6,94.9,5.6,CENTRO STORICO PIEDICASTELLO
2255,Celtis australis,9.0,1.0,154.5,2.7,8.0,50.3,106.5,6.3,S.GIUSEPPE-S.CHIARA
2256,Celtis australis,3.0,0.3,3.1,0.9,1.5,1.8,2.1,0.1,CENTRO STORICO PIEDICASTELLO
2257,Celtis australis,6.0,1.0,89.5,1.8,6.0,28.3,61.7,3.6,S.GIUSEPPE-S.CHIARA
2258,Celtis australis,7.0,1.2,330.9,2.1,10.0,78.5,228.1,13.4,CENTRO STORICO PIEDICASTELLO
2259,Celtis australis,8.0,0.9,105.8,2.4,7.0,38.5,73.0,4.3,CENTRO STORICO PIEDICASTELLO
2260,Celtis australis,8.0,0.9,134.7,2.4,7.0,38.5,92.8,5.5,OLTREFERSINA
2261,Celtis australis,8.0,1.2,154.3,2.4,7.0,38.5,106.4,6.3,OLTREFERSINA
2262,Celtis australis,8.0,0.9,51.5,2.4,5.0,19.6,35.5,2.1,OLTREFERSINA
2263,Celtis australis,7.0,1.1,80.2,2.1,6.0,28.3,55.3,3.3,CENTRO STORICO PIEDICASTELLO
2264,Celtis australis,13.0,2.2,572.7,3.9,14.0,153.9,394.8,23.3,CENTRO STORICO PIEDICASTELLO
2265,Celtis australis,16.0,1.8,499.4,4.8,9.0,63.6,344.2,20.3,OLTREFERSINA
2266,Celtis australis,9.0,0.8,19.4,2.7,3.0,7.1,13.4,0.8,OLTREFERSINA
2267,Celtis australis,13.0,1.7,689.6,3.9,13.0,132.7,475.4,28.0,OLTREFERSINA
2268,Celtis australis,3.5,0.7,26.5,1.0,4.0,12.6,18.3,1.1,OLTREFERSINA
2270,Celtis australis,8.0,0.9,137.4,2.4,7.0,38.5,94.7,5.6,OLTREFERSINA
3264,Celtis australis,14.0,2.1,579.2,4.2,11.0,95.0,399.2,23.5,CENTRO STORICO PIEDICASTELLO
5417,Celtis australis,4.0,0.4,3.6,1.2,1.0,0.8,2.5,0.1,CENTRO STORICO PIEDICASTELLO
5411,Celtis australis,6.0,1.0,48.0,1.8,5.0,19.6,33.1,2.0,CENTRO STORICO PIEDICASTELLO
2181,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
2182,Celtis australis,5.5,1.1,18.8,1.7,3.0,7.1,12.9,0.8,OLTREFERSINA
2183,Celtis australis,8.3,1.3,140.6,2.5,6.7,35.2,96.9,5.7,OLTREFERSINA
2184,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
2185,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
3430,Celtis australis,12.0,2.0,387.8,3.6,9.0,63.6,267.3,15.8,OLTREFERSINA
3429,Celtis australis,12.0,2.1,373.5,3.6,9.0,63.6,257.5,15.2,OLTREFERSINA
3428,Celtis australis,12.0,1.7,292.6,3.6,8.0,50.3,201.7,11.9,OLTREFERSINA
2186,Celtis australis,8.0,1.2,106.3,2.4,6.0,28.3,73.2,4.3,OLTREFERSINA
2962,Celtis australis,6.0,1.2,144.6,1.8,7.0,38.5,99.7,5.9,CENTRO STORICO PIEDICASTELLO
2925,Celtis australis,8.0,1.3,171.5,2.4,8.0,50.3,118.2,7.0,OLTREFERSINA
1973,Celtis australis,6.0,1.2,32.6,1.8,4.0,12.6,22.5,1.3,CENTRO STORICO PIEDICASTELLO
1867,Celtis australis,20.0,1.2,80.0,6.0,4.0,12.6,55.2,3.3,OLTREFERSINA
1856,Celtis australis,20.0,2.2,109.0,6.0,4.0,12.6,75.1,4.4,CENTRO STORICO PIEDICASTELLO
5134,Celtis australis,14.0,2.1,568.4,4.2,12.0,113.1,391.8,23.1,CENTRO STORICO PIEDICASTELLO
5135,Celtis australis,18.0,2.1,378.7,5.4,9.0,63.6,261.0,15.4,CENTRO STORICO PIEDICASTELLO
1972,Celtis australis,5.0,0.8,17.5,1.5,3.0,7.1,12.0,0.7,OLTREFERSINA
1971,Celtis australis,6.0,1.0,29.7,1.8,4.0,12.6,20.5,1.2,OLTREFERSINA
5146,Celtis australis,16.0,2.2,639.9,4.8,14.0,153.9,441.1,26.0,CENTRO STORICO PIEDICASTELLO
5147,Celtis australis,16.0,2.0,562.9,4.8,12.0,113.1,388.1,22.9,CENTRO STORICO PIEDICASTELLO
5148,Celtis australis,15.0,2.2,636.9,4.5,11.0,95.0,439.1,25.9,CENTRO STORICO PIEDICASTELLO
1970,Celtis australis,6.0,1.0,29.2,1.8,4.0,12.6,20.1,1.2,OLTREFERSINA
1969,Celtis australis,13.0,2.0,698.0,3.9,13.0,132.7,481.2,28.4,OLTREFERSINA
2180,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
3137,Celtis australis,15.0,2.0,543.1,4.5,11.0,95.0,374.4,22.1,CENTRO STORICO PIEDICASTELLO
1976,Celtis australis,13.0,2.1,621.6,3.9,13.0,132.7,428.5,25.3,CENTRO STORICO PIEDICASTELLO
2179,Celtis australis,8.3,1.3,132.0,2.5,6.7,35.2,91.0,5.4,OLTREFERSINA
2032,Celtis australis,8.3,1.3,140.6,2.5,6.7,35.2,96.9,5.7,CENTRO STORICO PIEDICASTELLO
2043,Celtis australis,8.3,1.3,132.0,2.5,6.7,35.2,91.0,5.4,S.GIUSEPPE-S.CHIARA
2059,Celtis australis,8.3,1.3,132.0,2.5,6.7,35.2,91.0,5.4,CENTRO STORICO PIEDICASTELLO
2060,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,CENTRO STORICO PIEDICASTELLO
2086,Celtis australis,8.0,1.1,78.2,2.4,6.0,28.3,53.9,3.2,OLTREFERSINA
4424,Celtis australis,5.0,0.5,6.0,1.5,2.0,3.1,4.1,0.2,CENTRO STORICO PIEDICASTELLO
3515,Celtis australis,11.0,1.4,262.9,3.3,8.0,50.3,181.2,10.7,OLTREFERSINA
3437,Celtis australis,8.5,1.1,92.0,2.6,6.0,28.3,63.4,3.7,CENTRO STORICO PIEDICASTELLO
2122,Celtis australis,13.0,1.6,463.2,3.9,10.0,78.5,319.3,18.8,S.GIUSEPPE-S.CHIARA
2132,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
2133,Celtis australis,8.3,1.3,149.1,2.5,6.7,35.2,102.8,6.1,OLTREFERSINA
2134,Celtis australis,8.3,1.3,123.4,2.5,6.7,35.2,85.1,5.0,OLTREFERSINA
2135,Celtis australis,8.3,1.3,123.4,2.5,6.7,35.2,85.1,5.0,OLTREFERSINA
2136,Celtis australis,8.3,1.3,140.6,2.5,6.7,35.2,96.9,5.7,CENTRO STORICO PIEDICASTELLO
3436,Celtis australis,14.0,1.3,258.2,4.2,8.0,50.3,178.0,10.5,OLTREFERSINA
2158,Celtis australis,11.0,1.5,409.3,3.3,10.0,78.5,282.1,16.6,OLTREFERSINA
3435,Celtis australis,14.0,1.2,195.5,4.2,7.0,38.5,134.8,7.9,OLTREFERSINA
3434,Celtis australis,10.0,1.4,249.1,3.0,8.0,50.3,171.7,10.1,OLTREFERSINA
3433,Celtis australis,4.0,0.7,25.8,1.2,4.0,12.6,17.8,1.0,OLTREFERSINA
3432,Celtis australis,12.0,1.9,397.6,3.6,9.0,63.6,274.1,16.2,OLTREFERSINA
3431,Celtis australis,8.0,1.2,106.3,2.4,6.0,28.3,73.2,4.3,OLTREFERSINA
2159,Celtis australis,12.0,1.5,433.7,3.6,10.0,78.5,299.0,17.6,OLTREFERSINA
2166,Celtis australis,8.3,1.3,123.4,2.5,6.7,35.2,85.1,5.0,OLTREFERSINA
4598,Celtis australis,6.0,1.2,96.8,1.8,6.0,28.3,66.8,3.9,CENTRO STORICO PIEDICASTELLO
5414,Celtis australis,5.0,0.6,11.9,1.5,3.0,7.1,8.2,0.5,CENTRO STORICO PIEDICASTELLO
2922,Celtis australis,7.0,1.0,77.6,2.1,6.0,28.3,53.5,3.2,OLTREFERSINA
3241,Celtis australis,20.0,2.0,679.2,6.0,12.0,113.1,468.2,27.6,CENTRO STORICO PIEDICASTELLO
5378,Celtis australis,8.0,1.3,381.4,2.4,10.0,78.5,263.0,15.5,CENTRO STORICO PIEDICASTELLO
5380,Celtis australis,6.0,1.0,131.8,1.8,7.0,38.5,90.9,5.4,CENTRO STORICO PIEDICASTELLO
5382,Celtis australis,4.0,0.4,3.2,1.2,1.0,0.8,2.2,0.1,CENTRO STORICO PIEDICASTELLO
5383,Celtis australis,4.0,0.6,8.1,1.2,2.0,3.1,5.6,0.3,CENTRO STORICO PIEDICASTELLO
5384,Celtis australis,8.0,1.1,204.5,2.4,8.0,50.3,141.0,8.3,CENTRO STORICO PIEDICASTELLO
5387,Celtis australis,7.0,0.9,101.7,2.1,7.0,38.5,70.1,4.1,CENTRO STORICO PIEDICASTELLO
5388,Celtis australis,12.0,1.1,314.2,3.6,10.0,78.5,216.6,12.8,CENTRO STORICO PIEDICASTELLO
5390,Celtis australis,6.0,1.1,147.6,1.8,8.0,50.3,101.7,6.0,CENTRO STORICO PIEDICASTELLO
5392,Celtis australis,8.0,0.9,78.3,2.4,6.0,28.3,54.0,3.2,CENTRO STORICO PIEDICASTELLO
5393,Celtis australis,7.0,0.9,90.3,2.1,6.0,28.3,62.3,3.7,CENTRO STORICO PIEDICASTELLO
5394,Celtis australis,7.0,0.9,90.3,2.1,6.0,28.3,62.3,3.7,CENTRO STORICO PIEDICASTELLO
5397,Celtis australis,7.0,0.9,184.4,2.1,8.0,50.3,127.1,7.5,CENTRO STORICO PIEDICASTELLO
5399,Celtis australis,8.0,1.0,261.7,2.4,9.0,63.6,180.4,10.6,CENTRO STORICO PIEDICASTELLO
5401,Celtis australis,7.0,1.1,137.8,2.1,7.0,38.5,95.0,5.6,CENTRO STORICO PIEDICASTELLO
5402,Celtis australis,7.0,1.2,207.1,2.1,8.0,50.3,142.8,8.4,CENTRO STORICO PIEDICASTELLO
5403,Celtis australis,7.0,1.1,137.8,2.1,7.0,38.5,95.0,5.6,CENTRO STORICO PIEDICASTELLO
5404,Celtis australis,8.0,1.5,240.9,2.4,8.0,50.3,166.1,9.8,CENTRO STORICO PIEDICASTELLO
5405,Celtis australis,6.0,1.4,105.7,1.8,6.0,28.3,72.8,4.3,CENTRO STORICO PIEDICASTELLO
5406,Celtis australis,4.0,0.8,48.2,1.2,5.0,19.6,33.2,2.0,CENTRO STORICO PIEDICASTELLO
5407,Celtis australis,8.0,1.2,164.8,2.4,8.0,50.3,113.6,6.7,CENTRO STORICO PIEDICASTELLO
5408,Celtis australis,4.0,1.0,31.8,1.2,4.0,12.6,21.9,1.3,CENTRO STORICO PIEDICASTELLO
5409,Celtis australis,3.0,0.5,2.7,0.9,1.0,0.8,1.9,0.1,CENTRO STORICO PIEDICASTELLO
5410,Celtis australis,8.0,1.3,188.8,2.4,8.0,50.3,130.2,7.7,CENTRO STORICO PIEDICASTELLO
5377,Celtis australis,7.0,1.3,220.9,2.1,8.0,50.3,152.3,9.0,CENTRO STORICO PIEDICASTELLO
3138,Celtis australis,14.0,2.1,525.7,4.2,12.0,113.1,362.4,21.4,S.GIUSEPPE-S.CHIARA
5376,Celtis australis,4.0,0.4,3.4,1.2,1.0,0.8,2.3,0.1,CENTRO STORICO PIEDICASTELLO
5373,Celtis australis,6.0,1.2,96.8,1.8,6.0,28.3,66.8,3.9,CENTRO STORICO PIEDICASTELLO
3242,Celtis australis,15.0,1.9,562.9,4.5,11.0,95.0,388.0,22.9,CENTRO STORICO PIEDICASTELLO
3243,Celtis australis,15.0,2.0,587.5,4.5,12.0,113.1,405.0,23.9,CENTRO STORICO PIEDICASTELLO
3244,Celtis australis,15.0,1.9,597.2,4.5,11.0,95.0,411.7,24.3,CENTRO STORICO PIEDICASTELLO
3245,Celtis australis,13.0,1.9,623.2,3.9,11.5,103.9,429.6,25.3,CENTRO STORICO PIEDICASTELLO
1771,Celtis australis,25.0,1.5,121.9,7.5,4.0,12.6,84.0,5.0,S.GIUSEPPE-S.CHIARA
3246,Celtis australis,13.0,2.0,666.6,3.9,12.0,113.1,459.5,27.1,CENTRO STORICO PIEDICASTELLO
1747,Celtis australis,18.0,2.2,497.6,5.4,9.0,63.6,343.1,20.2,CENTRO STORICO PIEDICASTELLO
1746,Celtis australis,15.0,1.8,619.6,4.5,15.0,176.7,427.1,25.2,CENTRO STORICO PIEDICASTELLO
3247,Celtis australis,15.0,1.9,597.2,4.5,11.0,95.0,411.7,24.3,CENTRO STORICO PIEDICASTELLO
3248,Celtis australis,13.0,2.1,565.8,3.9,12.0,113.1,390.0,23.0,CENTRO STORICO PIEDICASTELLO
5354,Celtis australis,7.0,1.0,93.8,2.1,6.0,28.3,64.6,3.8,CENTRO STORICO PIEDICASTELLO
5356,Celtis australis,5.0,1.1,68.1,1.5,6.0,28.3,46.9,2.8,CENTRO STORICO PIEDICASTELLO
5357,Celtis australis,4.0,0.5,5.7,1.2,2.0,3.1,4.0,0.2,CENTRO STORICO PIEDICASTELLO
5358,Celtis australis,7.0,1.1,125.5,2.1,7.0,38.5,86.5,5.1,CENTRO STORICO PIEDICASTELLO
5360,Celtis australis,7.0,1.1,163.8,2.1,8.0,50.3,112.9,6.7,CENTRO STORICO PIEDICASTELLO
5361,Celtis australis,7.0,1.2,195.2,2.1,8.0,50.3,134.6,7.9,CENTRO STORICO PIEDICASTELLO
5362,Celtis australis,6.0,1.0,131.8,1.8,7.0,38.5,90.9,5.4,CENTRO STORICO PIEDICASTELLO
5363,Celtis australis,6.0,0.7,30.0,1.8,4.0,12.6,20.7,1.2,CENTRO STORICO PIEDICASTELLO
5365,Celtis australis,7.0,1.1,198.0,2.1,8.0,50.3,136.5,8.0,CENTRO STORICO PIEDICASTELLO
5366,Celtis australis,7.0,1.1,157.2,2.1,8.0,50.3,108.4,6.4,CENTRO STORICO PIEDICASTELLO
5367,Celtis australis,4.0,0.4,3.4,1.2,1.0,0.8,2.3,0.1,CENTRO STORICO PIEDICASTELLO
5371,Celtis australis,6.0,1.1,87.2,1.8,6.0,28.3,60.1,3.5,CENTRO STORICO PIEDICASTELLO
5372,Celtis australis,6.0,1.1,87.2,1.8,6.0,28.3,60.1,3.5,CENTRO STORICO PIEDICASTELLO
