,Name,Height,CO2,Pollution,Crown_height,Crown_width,Canopy,Leaf_area,Leaf_biomass,circoscrizione
6975,Carpinus betulus,10.5,4.8,166.1,3.2,6.0,28.3,114.5,6.9,OLTREFERSINA
6974,Carpinus betulus,10.0,4.8,183.3,3.0,6.0,28.3,126.4,7.6,OLTREFERSINA
6973,Carpinus betulus,9.0,5.2,163.5,2.7,6.0,28.3,112.7,6.8,OLTREFERSINA
6935,Carpinus betulus,11.0,6.7,179.1,3.3,6.0,28.3,123.5,7.4,CENTRO STORICO PIEDICASTELLO
6933,Carpinus betulus,8.0,6.1,148.6,2.4,6.0,28.3,102.5,6.2,CENTRO STORICO PIEDICASTELLO
6931,Carpinus betulus,8.0,5.6,84.2,2.4,5.0,19.6,58.1,3.5,CENTRO STORICO PIEDICASTELLO
6930,Carpinus betulus,7.0,5.6,122.3,2.1,6.0,28.3,84.3,5.1,CENTRO STORICO PIEDICASTELLO
6928,Carpinus betulus,8.0,6.1,114.5,2.4,6.0,28.3,78.9,4.8,CENTRO STORICO PIEDICASTELLO
6927,Carpinus betulus,7.0,3.9,25.2,2.1,3.0,7.1,17.4,1.0,CENTRO STORICO PIEDICASTELLO
6926,Carpinus betulus,8.0,3.9,71.8,2.4,5.0,19.6,49.5,3.0,CENTRO STORICO PIEDICASTELLO
6925,Carpinus betulus,4.0,2.1,15.6,1.2,2.5,4.9,10.7,0.6,CENTRO STORICO PIEDICASTELLO
6924,Carpinus betulus,5.5,2.5,24.3,1.7,3.0,7.1,16.7,1.0,CENTRO STORICO PIEDICASTELLO
6923,Carpinus betulus,4.0,1.5,11.7,1.2,2.5,4.9,8.0,0.5,CENTRO STORICO PIEDICASTELLO
6922,Carpinus betulus,5.0,1.7,9.0,1.5,2.0,3.1,6.2,0.4,CENTRO STORICO PIEDICASTELLO
6921,Carpinus betulus,3.0,1.7,14.3,0.9,2.5,4.9,9.8,0.6,CENTRO STORICO PIEDICASTELLO
6920,Carpinus betulus,5.0,3.0,32.3,1.5,3.5,9.6,22.3,1.3,CENTRO STORICO PIEDICASTELLO
6919,Carpinus betulus,5.0,2.7,38.7,1.5,4.0,12.6,26.7,1.6,CENTRO STORICO PIEDICASTELLO
6918,Carpinus betulus,4.0,1.7,25.7,1.2,3.5,9.6,17.7,1.1,CENTRO STORICO PIEDICASTELLO
6917,Carpinus betulus,4.0,1.7,17.3,1.2,3.0,7.1,11.9,0.7,CENTRO STORICO PIEDICASTELLO
6916,Carpinus betulus,3.0,1.3,9.5,0.9,2.0,3.1,6.6,0.4,CENTRO STORICO PIEDICASTELLO
6437,Carpinus betulus,7.0,2.7,25.9,2.1,3.0,7.1,17.9,1.1,S.GIUSEPPE-S.CHIARA
6438,Carpinus betulus,6.0,2.5,32.8,1.8,4.0,12.6,22.6,1.4,S.GIUSEPPE-S.CHIARA
6439,Carpinus betulus,6.0,1.7,7.1,1.8,1.5,1.8,4.9,0.3,S.GIUSEPPE-S.CHIARA
6440,Carpinus betulus,6.0,2.1,10.3,1.8,2.0,3.1,7.1,0.4,S.GIUSEPPE-S.CHIARA
6472,Carpinus betulus,9.0,5.3,87.6,2.7,5.0,19.6,60.4,3.6,S.GIUSEPPE-S.CHIARA
6473,Carpinus betulus,10.0,5.3,224.4,3.0,7.0,38.5,154.7,9.3,S.GIUSEPPE-S.CHIARA
6474,Carpinus betulus,9.0,3.9,47.8,2.7,4.0,12.6,33.0,2.0,S.GIUSEPPE-S.CHIARA
6475,Carpinus betulus,10.0,6.7,239.4,3.0,7.0,38.5,165.0,9.9,S.GIUSEPPE-S.CHIARA
6476,Carpinus betulus,10.0,6.4,481.4,3.0,11.0,95.0,331.9,20.0,S.GIUSEPPE-S.CHIARA
6477,Carpinus betulus,10.0,6.4,155.6,3.0,6.0,28.3,107.3,6.5,S.GIUSEPPE-S.CHIARA
6478,Carpinus betulus,12.0,6.7,259.0,3.6,7.0,38.5,178.5,10.8,S.GIUSEPPE-S.CHIARA
6479,Carpinus betulus,12.0,6.3,158.6,3.6,6.0,28.3,109.3,6.6,S.GIUSEPPE-S.CHIARA
6480,Carpinus betulus,4.0,1.7,7.0,1.2,1.5,1.8,4.8,0.3,S.GIUSEPPE-S.CHIARA
6481,Carpinus betulus,4.0,1.3,6.9,1.2,1.5,1.8,4.8,0.3,S.GIUSEPPE-S.CHIARA
6482,Carpinus betulus,8.0,1.7,42.6,2.4,4.0,12.6,29.4,1.8,S.GIUSEPPE-S.CHIARA
6483,Carpinus betulus,7.0,0.6,9.2,2.1,2.0,3.1,6.4,0.4,S.GIUSEPPE-S.CHIARA
6484,Carpinus betulus,4.0,1.7,5.8,1.2,1.0,0.8,4.0,0.2,S.GIUSEPPE-S.CHIARA
6485,Carpinus betulus,4.0,1.3,10.0,1.2,2.0,3.1,6.9,0.4,S.GIUSEPPE-S.CHIARA
6486,Carpinus betulus,4.0,1.7,7.9,1.2,1.5,1.8,5.5,0.3,S.GIUSEPPE-S.CHIARA
6487,Carpinus betulus,4.0,1.9,10.6,1.2,2.0,3.1,7.3,0.4,S.GIUSEPPE-S.CHIARA
6488,Carpinus betulus,3.5,1.7,5.9,1.0,1.5,1.8,4.1,0.2,S.GIUSEPPE-S.CHIARA
6489,Carpinus betulus,4.0,2.1,8.5,1.2,1.5,1.8,5.8,0.4,S.GIUSEPPE-S.CHIARA
6490,Carpinus betulus,7.0,6.7,94.9,2.1,5.0,19.6,65.4,3.9,S.GIUSEPPE-S.CHIARA
6491,Carpinus betulus,7.0,3.9,97.0,2.1,6.0,28.3,66.9,4.0,S.GIUSEPPE-S.CHIARA
6497,Carpinus betulus,10.0,3.9,348.8,3.0,9.0,63.6,240.5,14.5,S.GIUSEPPE-S.CHIARA
6498,Carpinus betulus,3.5,1.7,7.6,1.0,1.5,1.8,5.3,0.3,S.GIUSEPPE-S.CHIARA
6499,Carpinus betulus,11.0,3.9,293.0,3.3,8.0,50.3,202.0,12.2,OLTREFERSINA
6542,Carpinus betulus,3.5,0.8,6.0,1.0,1.5,1.8,4.1,0.2,CENTRO STORICO PIEDICASTELLO
6907,Carpinus betulus,6.0,3.9,48.2,1.8,4.0,12.6,33.3,2.0,CENTRO STORICO PIEDICASTELLO
6906,Carpinus betulus,7.0,5.6,49.8,2.1,4.0,12.6,34.3,2.1,CENTRO STORICO PIEDICASTELLO
6905,Carpinus betulus,3.0,1.3,4.4,0.9,1.0,0.8,3.0,0.2,CENTRO STORICO PIEDICASTELLO
6471,Carpinus betulus,4.0,1.7,19.5,1.2,3.0,7.1,13.4,0.8,S.GIUSEPPE-S.CHIARA
6983,Carpinus betulus,11.0,0.3,376.1,3.3,8.0,50.3,259.3,15.6,OLTREFERSINA
6470,Carpinus betulus,5.0,2.1,37.9,1.5,4.0,12.6,26.1,1.6,S.GIUSEPPE-S.CHIARA
6468,Carpinus betulus,9.0,6.7,105.6,2.7,5.0,19.6,72.8,4.4,S.GIUSEPPE-S.CHIARA
6441,Carpinus betulus,6.0,2.5,16.8,1.8,2.5,4.9,11.6,0.7,S.GIUSEPPE-S.CHIARA
6442,Carpinus betulus,4.0,2.1,14.7,1.2,2.5,4.9,10.1,0.6,S.GIUSEPPE-S.CHIARA
6443,Carpinus betulus,5.0,2.3,39.0,1.5,4.0,12.6,26.9,1.6,S.GIUSEPPE-S.CHIARA
6444,Carpinus betulus,8.0,2.3,46.8,2.4,4.0,12.6,32.2,1.9,S.GIUSEPPE-S.CHIARA
6445,Carpinus betulus,8.0,2.7,60.4,2.4,5.0,19.6,41.6,2.5,S.GIUSEPPE-S.CHIARA
6446,Carpinus betulus,7.0,2.7,24.4,2.1,3.0,7.1,16.8,1.0,S.GIUSEPPE-S.CHIARA
6447,Carpinus betulus,9.0,3.9,70.5,2.7,5.0,19.6,48.6,2.9,S.GIUSEPPE-S.CHIARA
6448,Carpinus betulus,9.0,3.9,70.5,2.7,5.0,19.6,48.6,2.9,S.GIUSEPPE-S.CHIARA
6449,Carpinus betulus,8.0,3.9,180.7,2.4,7.0,38.5,124.6,7.5,S.GIUSEPPE-S.CHIARA
6450,Carpinus betulus,8.0,3.9,265.8,2.4,8.0,50.3,183.2,11.0,S.GIUSEPPE-S.CHIARA
6451,Carpinus betulus,8.0,3.9,191.7,2.4,7.0,38.5,132.2,8.0,S.GIUSEPPE-S.CHIARA
6452,Carpinus betulus,7.0,3.5,107.5,2.1,6.0,28.3,74.1,4.5,S.GIUSEPPE-S.CHIARA
6453,Carpinus betulus,8.0,3.9,51.3,2.4,4.0,12.6,35.4,2.1,S.GIUSEPPE-S.CHIARA
6454,Carpinus betulus,4.0,1.7,7.0,1.2,1.5,1.8,4.8,0.3,S.GIUSEPPE-S.CHIARA
6455,Carpinus betulus,3.5,1.7,5.5,1.0,1.0,0.8,3.8,0.2,S.GIUSEPPE-S.CHIARA
6456,Carpinus betulus,7.0,3.7,123.7,2.1,6.0,28.3,85.3,5.1,S.GIUSEPPE-S.CHIARA
6457,Carpinus betulus,6.0,3.7,47.4,1.8,4.0,12.6,32.7,2.0,S.GIUSEPPE-S.CHIARA
6458,Carpinus betulus,5.0,3.7,23.2,1.5,3.0,7.1,16.0,1.0,S.GIUSEPPE-S.CHIARA
6459,Carpinus betulus,9.0,3.9,165.0,2.7,7.0,38.5,113.8,6.9,S.GIUSEPPE-S.CHIARA
6460,Carpinus betulus,8.0,3.7,246.0,2.4,8.0,50.3,169.6,10.2,S.GIUSEPPE-S.CHIARA
6461,Carpinus betulus,6.0,3.5,27.5,1.8,3.0,7.1,18.9,1.1,S.GIUSEPPE-S.CHIARA
6462,Carpinus betulus,5.0,2.1,17.1,1.5,3.0,7.1,11.8,0.7,S.GIUSEPPE-S.CHIARA
6463,Carpinus betulus,4.0,1.7,54.9,1.2,5.0,19.6,37.8,2.3,S.GIUSEPPE-S.CHIARA
6464,Carpinus betulus,9.0,3.9,75.7,2.7,5.0,19.6,52.2,3.1,S.GIUSEPPE-S.CHIARA
6465,Carpinus betulus,10.0,6.7,198.1,3.0,7.0,38.5,136.6,8.2,S.GIUSEPPE-S.CHIARA
6466,Carpinus betulus,7.5,1.0,79.5,2.3,6.0,28.3,54.8,3.3,S.GIUSEPPE-S.CHIARA
6467,Carpinus betulus,9.0,5.3,149.6,2.7,6.0,28.3,103.1,6.2,S.GIUSEPPE-S.CHIARA
6469,Carpinus betulus,9.0,6.1,139.4,2.7,6.0,28.3,96.1,5.8,S.GIUSEPPE-S.CHIARA
5342,Carpinus betulus,12.0,6.1,252.8,3.6,7.0,38.5,174.3,10.5,CENTRO STORICO PIEDICASTELLO
6984,Carpinus betulus,12.0,6.8,312.7,3.6,8.0,50.3,215.5,13.0,OLTREFERSINA
7118,Carpinus betulus,3.0,1.0,4.0,0.9,1.0,0.8,2.7,0.2,OLTREFERSINA
8334,Carpinus betulus,4.0,3.0,12.8,1.2,2.0,3.1,8.8,0.5,CENTRO STORICO PIEDICASTELLO
8333,Carpinus betulus,3.0,2.5,9.6,0.9,2.0,3.1,6.6,0.4,CENTRO STORICO PIEDICASTELLO
8332,Carpinus betulus,3.0,3.0,12.2,0.9,2.0,3.1,8.4,0.5,CENTRO STORICO PIEDICASTELLO
8331,Carpinus betulus,3.0,2.5,11.6,0.9,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8330,Carpinus betulus,3.0,2.5,11.6,0.9,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8329,Carpinus betulus,4.0,3.0,10.6,1.2,2.0,3.1,7.3,0.4,CENTRO STORICO PIEDICASTELLO
8328,Carpinus betulus,3.0,1.3,4.1,0.9,1.0,0.8,2.9,0.2,CENTRO STORICO PIEDICASTELLO
5908,Carpinus betulus,6.0,3.6,46.9,1.8,4.0,12.6,32.3,1.9,CENTRO STORICO PIEDICASTELLO
5911,Carpinus betulus,6.0,5.6,80.7,1.8,5.0,19.6,55.7,3.4,CENTRO STORICO PIEDICASTELLO
5912,Carpinus betulus,8.0,4.8,75.7,2.4,5.0,19.6,52.2,3.1,CENTRO STORICO PIEDICASTELLO
5913,Carpinus betulus,9.0,3.9,34.7,2.7,3.0,7.1,23.9,1.4,CENTRO STORICO PIEDICASTELLO
5914,Carpinus betulus,8.0,0.5,111.7,2.4,5.0,19.6,77.0,4.6,CENTRO STORICO PIEDICASTELLO
8335,Carpinus betulus,5.0,3.0,13.0,1.5,2.0,3.1,9.0,0.5,CENTRO STORICO PIEDICASTELLO
5915,Carpinus betulus,9.0,6.2,313.3,2.7,8.0,50.3,216.0,13.0,CENTRO STORICO PIEDICASTELLO
5917,Carpinus betulus,6.0,3.3,61.6,1.8,5.0,19.6,42.4,2.6,CENTRO STORICO PIEDICASTELLO
5918,Carpinus betulus,7.0,4.1,127.5,2.1,6.0,28.3,87.9,5.3,CENTRO STORICO PIEDICASTELLO
5920,Carpinus betulus,8.0,3.3,82.8,2.4,5.0,19.6,57.1,3.4,CENTRO STORICO PIEDICASTELLO
5922,Carpinus betulus,8.0,4.9,139.8,2.4,6.0,28.3,96.4,5.8,CENTRO STORICO PIEDICASTELLO
5926,Carpinus betulus,12.0,6.6,339.6,3.6,8.0,50.3,234.1,14.1,CENTRO STORICO PIEDICASTELLO
5930,Carpinus betulus,8.0,4.1,45.6,2.4,4.0,12.6,31.4,1.9,CENTRO STORICO PIEDICASTELLO
5931,Carpinus betulus,7.0,3.5,55.8,2.1,4.5,15.9,38.5,2.3,CENTRO STORICO PIEDICASTELLO
5932,Carpinus betulus,4.0,1.7,15.1,1.2,3.0,7.1,10.4,0.6,CENTRO STORICO PIEDICASTELLO
5933,Carpinus betulus,7.0,4.7,86.3,2.1,5.0,19.6,59.5,3.6,CENTRO STORICO PIEDICASTELLO
8327,Carpinus betulus,3.0,1.9,4.3,0.9,1.0,0.8,3.0,0.2,CENTRO STORICO PIEDICASTELLO
8326,Carpinus betulus,3.0,1.1,3.2,0.9,1.0,0.8,2.2,0.1,CENTRO STORICO PIEDICASTELLO
8325,Carpinus betulus,5.0,1.0,5.2,1.5,1.0,0.8,3.6,0.2,CENTRO STORICO PIEDICASTELLO
5916,Carpinus betulus,9.0,6.3,226.4,2.7,7.0,38.5,156.1,9.4,CENTRO STORICO PIEDICASTELLO
8336,Carpinus betulus,4.0,3.2,13.1,1.2,2.0,3.1,9.0,0.5,CENTRO STORICO PIEDICASTELLO
8337,Carpinus betulus,4.0,2.5,11.5,1.2,2.0,3.1,7.9,0.5,CENTRO STORICO PIEDICASTELLO
8338,Carpinus betulus,4.0,3.0,11.3,1.2,2.0,3.1,7.8,0.5,CENTRO STORICO PIEDICASTELLO
9978,Carpinus betulus,6.0,6.1,89.5,1.8,5.0,19.6,61.7,3.7,S.GIUSEPPE-S.CHIARA
9977,Carpinus betulus,6.0,6.1,95.0,1.8,5.0,19.6,65.5,3.9,S.GIUSEPPE-S.CHIARA
9917,Carpinus betulus,8.0,1.8,292.9,2.4,8.0,50.3,201.9,12.2,OLTREFERSINA
9916,Carpinus betulus,8.0,1.8,272.5,2.4,8.0,50.3,187.9,11.3,OLTREFERSINA
9915,Carpinus betulus,5.0,3.0,13.8,1.5,2.0,3.1,9.5,0.6,OLTREFERSINA
9914,Carpinus betulus,8.0,6.1,305.2,2.4,8.0,50.3,210.4,12.7,OLTREFERSINA
9803,Carpinus betulus,12.0,1.0,1131.3,3.6,18.0,254.5,779.9,47.0,S.GIUSEPPE-S.CHIARA
9759,Carpinus betulus,5.0,5.3,230.9,1.5,8.0,50.3,159.2,9.6,S.GIUSEPPE-S.CHIARA
9457,Carpinus betulus,4.0,4.2,22.4,1.2,3.0,7.1,15.5,0.9,GARDOLO
9456,Carpinus betulus,4.0,4.2,19.5,1.2,3.0,7.1,13.4,0.8,GARDOLO
9455,Carpinus betulus,4.0,4.2,22.4,1.2,3.0,7.1,15.5,0.9,GARDOLO
9454,Carpinus betulus,4.0,4.2,25.3,1.2,3.0,7.1,17.5,1.1,GARDOLO
9453,Carpinus betulus,4.0,4.2,22.4,1.2,3.0,7.1,15.5,0.9,GARDOLO
9439,Carpinus betulus,4.0,3.5,31.7,1.2,4.0,12.6,21.9,1.3,MEANO
9438,Carpinus betulus,4.0,3.5,38.8,1.2,4.0,12.6,26.8,1.6,MEANO
9362,Carpinus betulus,3.0,1.7,4.7,0.9,1.0,0.8,3.3,0.2,ARGENTARIO
9361,Carpinus betulus,3.0,1.7,3.7,0.9,1.0,0.8,2.5,0.2,ARGENTARIO
9360,Carpinus betulus,3.0,1.7,4.5,0.9,1.0,0.8,3.1,0.2,ARGENTARIO
8618,Carpinus betulus,8.0,4.7,279.2,2.4,8.0,50.3,192.5,11.6,CENTRO STORICO PIEDICASTELLO
8602,Carpinus betulus,8.0,6.3,615.6,2.4,12.0,113.1,424.3,25.6,CENTRO STORICO PIEDICASTELLO
8345,Carpinus betulus,5.0,3.5,11.9,1.5,2.0,3.1,8.2,0.5,OLTREFERSINA
8344,Carpinus betulus,4.0,3.2,13.1,1.2,2.0,3.1,9.0,0.5,CENTRO STORICO PIEDICASTELLO
8343,Carpinus betulus,3.0,1.9,8.2,0.9,2.0,3.1,5.7,0.3,CENTRO STORICO PIEDICASTELLO
8342,Carpinus betulus,3.0,2.5,11.6,0.9,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8341,Carpinus betulus,3.0,2.5,10.9,0.9,2.0,3.1,7.5,0.5,CENTRO STORICO PIEDICASTELLO
8340,Carpinus betulus,3.0,3.0,10.1,0.9,2.0,3.1,6.9,0.4,CENTRO STORICO PIEDICASTELLO
8339,Carpinus betulus,4.0,2.7,11.8,1.2,2.0,3.1,8.1,0.5,CENTRO STORICO PIEDICASTELLO
8324,Carpinus betulus,3.0,1.9,9.4,0.9,2.0,3.1,6.5,0.4,CENTRO STORICO PIEDICASTELLO
8323,Carpinus betulus,4.0,3.2,11.6,1.2,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8322,Carpinus betulus,4.0,2.7,12.5,1.2,2.0,3.1,8.6,0.5,CENTRO STORICO PIEDICASTELLO
8316,Carpinus betulus,4.0,1.0,4.8,1.2,1.0,0.8,3.3,0.2,CENTRO STORICO PIEDICASTELLO
8280,Carpinus betulus,4.0,3.0,17.7,1.2,3.0,7.1,12.2,0.7,CENTRO STORICO PIEDICASTELLO
8279,Carpinus betulus,5.0,3.2,25.2,1.5,3.0,7.1,17.3,1.0,CENTRO STORICO PIEDICASTELLO
8278,Carpinus betulus,5.0,3.2,20.8,1.5,3.0,7.1,14.3,0.9,CENTRO STORICO PIEDICASTELLO
8277,Carpinus betulus,6.0,5.0,25.1,1.8,3.0,7.1,17.3,1.0,CENTRO STORICO PIEDICASTELLO
8276,Carpinus betulus,6.0,4.5,26.1,1.8,3.0,7.1,18.0,1.1,CENTRO STORICO PIEDICASTELLO
8275,Carpinus betulus,6.0,5.3,23.7,1.8,3.0,7.1,16.4,1.0,CENTRO STORICO PIEDICASTELLO
8274,Carpinus betulus,5.0,3.7,26.2,1.5,3.0,7.1,18.0,1.1,CENTRO STORICO PIEDICASTELLO
8273,Carpinus betulus,5.0,3.9,25.1,1.5,3.0,7.1,17.3,1.0,CENTRO STORICO PIEDICASTELLO
8272,Carpinus betulus,5.0,3.5,19.8,1.5,3.0,7.1,13.6,0.8,CENTRO STORICO PIEDICASTELLO
8271,Carpinus betulus,6.0,6.7,29.8,1.8,3.0,7.1,20.5,1.2,CENTRO STORICO PIEDICASTELLO
8264,Carpinus betulus,6.0,3.5,24.3,1.8,3.0,7.1,16.7,1.0,CENTRO STORICO PIEDICASTELLO
8263,Carpinus betulus,4.0,3.2,10.1,1.2,2.0,3.1,6.9,0.4,CENTRO STORICO PIEDICASTELLO
7950,Carpinus betulus,4.5,1.3,6.8,1.3,1.5,1.8,4.7,0.3,S.GIUSEPPE-S.CHIARA
7622,Carpinus betulus,6.0,2.3,39.1,1.8,4.0,12.6,26.9,1.6,OLTREFERSINA
7584,Carpinus betulus,4.0,2.5,61.8,1.2,5.0,19.6,42.6,2.6,CENTRO STORICO PIEDICASTELLO
7583,Carpinus betulus,6.0,3.5,170.7,1.8,7.0,38.5,117.7,7.1,CENTRO STORICO PIEDICASTELLO
7582,Carpinus betulus,5.0,2.5,78.0,1.5,6.0,28.3,53.8,3.2,CENTRO STORICO PIEDICASTELLO
7581,Carpinus betulus,5.0,3.0,68.3,1.5,5.0,19.6,47.1,2.8,CENTRO STORICO PIEDICASTELLO
7580,Carpinus betulus,5.0,2.3,34.5,1.5,4.0,12.6,23.8,1.4,CENTRO STORICO PIEDICASTELLO
7579,Carpinus betulus,6.0,3.9,177.2,1.8,7.0,38.5,122.1,7.4,CENTRO STORICO PIEDICASTELLO
7578,Carpinus betulus,6.0,3.0,98.4,1.8,6.0,28.3,67.8,4.1,CENTRO STORICO PIEDICASTELLO
7569,Carpinus betulus,4.0,1.1,9.6,1.2,2.0,3.1,6.6,0.4,CENTRO STORICO PIEDICASTELLO
7567,Carpinus betulus,4.0,1.1,9.6,1.2,2.0,3.1,6.6,0.4,CENTRO STORICO PIEDICASTELLO
7123,Carpinus betulus,3.5,0.8,4.1,1.0,1.0,0.8,2.8,0.2,OLTREFERSINA
7122,Carpinus betulus,3.0,1.0,3.1,0.9,1.0,0.8,2.1,0.1,OLTREFERSINA
7121,Carpinus betulus,3.0,1.0,4.0,0.9,1.0,0.8,2.7,0.2,OLTREFERSINA
7120,Carpinus betulus,3.0,1.0,4.0,0.9,1.0,0.8,2.7,0.2,OLTREFERSINA
8281,Carpinus betulus,4.0,3.5,13.3,1.2,2.0,3.1,9.2,0.6,CENTRO STORICO PIEDICASTELLO
6985,Carpinus betulus,11.0,2.9,497.5,3.3,9.0,63.6,342.9,20.7,OLTREFERSINA
8282,Carpinus betulus,4.0,3.0,10.6,1.2,2.0,3.1,7.3,0.4,CENTRO STORICO PIEDICASTELLO
8284,Carpinus betulus,6.0,3.7,23.2,1.8,3.0,7.1,16.0,1.0,CENTRO STORICO PIEDICASTELLO
8315,Carpinus betulus,4.0,3.0,11.3,1.2,2.0,3.1,7.8,0.5,CENTRO STORICO PIEDICASTELLO
8314,Carpinus betulus,4.0,2.7,11.1,1.2,2.0,3.1,7.6,0.5,CENTRO STORICO PIEDICASTELLO
8313,Carpinus betulus,4.0,2.7,12.5,1.2,2.0,3.1,8.6,0.5,CENTRO STORICO PIEDICASTELLO
8312,Carpinus betulus,4.0,2.1,8.9,1.2,2.0,3.1,6.1,0.4,CENTRO STORICO PIEDICASTELLO
8311,Carpinus betulus,4.0,2.1,10.2,1.2,2.0,3.1,7.1,0.4,CENTRO STORICO PIEDICASTELLO
8310,Carpinus betulus,7.0,6.7,245.7,2.1,8.0,50.3,169.4,10.2,CENTRO STORICO PIEDICASTELLO
8305,Carpinus betulus,4.0,2.5,12.2,1.2,2.0,3.1,8.4,0.5,CENTRO STORICO PIEDICASTELLO
8304,Carpinus betulus,4.0,2.1,20.8,1.2,3.0,7.1,14.3,0.9,CENTRO STORICO PIEDICASTELLO
8303,Carpinus betulus,4.0,2.5,19.4,1.2,3.0,7.1,13.4,0.8,CENTRO STORICO PIEDICASTELLO
8302,Carpinus betulus,3.0,2.1,10.4,0.9,2.0,3.1,7.1,0.4,CENTRO STORICO PIEDICASTELLO
8301,Carpinus betulus,4.0,2.5,9.4,1.2,2.0,3.1,6.5,0.4,CENTRO STORICO PIEDICASTELLO
8300,Carpinus betulus,4.0,2.1,11.6,1.2,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8299,Carpinus betulus,4.0,2.1,8.9,1.2,2.0,3.1,6.1,0.4,CENTRO STORICO PIEDICASTELLO
8298,Carpinus betulus,4.0,2.1,11.6,1.2,2.0,3.1,8.0,0.5,CENTRO STORICO PIEDICASTELLO
8297,Carpinus betulus,4.0,2.1,10.9,1.2,2.0,3.1,7.5,0.5,CENTRO STORICO PIEDICASTELLO
8296,Carpinus betulus,4.0,3.2,19.5,1.2,3.0,7.1,13.4,0.8,CENTRO STORICO PIEDICASTELLO
8295,Carpinus betulus,4.0,2.5,12.2,1.2,2.0,3.1,8.4,0.5,CENTRO STORICO PIEDICASTELLO
8294,Carpinus betulus,4.0,1.9,10.6,1.2,2.0,3.1,7.3,0.4,CENTRO STORICO PIEDICASTELLO
8293,Carpinus betulus,3.0,2.1,8.5,0.9,2.0,3.1,5.8,0.4,CENTRO STORICO PIEDICASTELLO
8292,Carpinus betulus,4.0,3.0,12.8,1.2,2.0,3.1,8.8,0.5,CENTRO STORICO PIEDICASTELLO
8291,Carpinus betulus,3.0,2.1,8.5,0.9,2.0,3.1,5.8,0.4,CENTRO STORICO PIEDICASTELLO
8290,Carpinus betulus,4.0,2.7,10.4,1.2,2.0,3.1,7.1,0.4,CENTRO STORICO PIEDICASTELLO
8289,Carpinus betulus,4.0,2.7,22.5,1.2,3.0,7.1,15.5,0.9,CENTRO STORICO PIEDICASTELLO
8288,Carpinus betulus,5.0,3.5,38.7,1.5,4.0,12.6,26.7,1.6,CENTRO STORICO PIEDICASTELLO
8287,Carpinus betulus,4.0,2.5,9.4,1.2,2.0,3.1,6.5,0.4,CENTRO STORICO PIEDICASTELLO
8286,Carpinus betulus,4.0,3.2,40.4,1.2,4.0,12.6,27.8,1.7,CENTRO STORICO PIEDICASTELLO
8285,Carpinus betulus,4.0,3.2,35.7,1.2,4.0,12.6,24.6,1.5,CENTRO STORICO PIEDICASTELLO
8283,Carpinus betulus,5.0,2.1,17.1,1.5,3.0,7.1,11.8,0.7,CENTRO STORICO PIEDICASTELLO
6422,Carpinus betulus,8.0,3.7,70.5,2.4,5.0,19.6,48.6,2.9,S.GIUSEPPE-S.CHIARA
12347,Carpinus betulus,6.2,3.2,32.9,1.9,3.6,10.1,22.7,1.4,VILLAZZANO
330,Carpinus betulus,4.0,1.1,5.8,1.2,1.5,1.8,4.0,0.2,MATTARELLO
309,Carpinus betulus,6.0,0.6,7.0,1.8,2.0,3.1,4.8,0.3,VILLAZZANO
310,Carpinus betulus,6.0,0.6,8.6,1.8,2.0,3.1,5.9,0.4,VILLAZZANO
311,Carpinus betulus,6.0,0.6,7.0,1.8,2.0,3.1,4.8,0.3,VILLAZZANO
312,Carpinus betulus,8.0,1.7,25.5,2.4,3.0,7.1,17.6,1.1,VILLAZZANO
313,Carpinus betulus,6.0,3.9,23.6,1.8,3.0,7.1,16.3,1.0,VILLAZZANO
314,Carpinus betulus,4.0,1.7,16.1,1.2,3.0,7.1,11.1,0.7,VILLAZZANO
308,Carpinus betulus,6.0,0.6,8.6,1.8,2.0,3.1,5.9,0.4,VILLAZZANO
315,Carpinus betulus,15.0,5.3,84.7,4.5,4.0,12.6,58.4,3.5,VILLAZZANO
317,Carpinus betulus,15.0,1.7,40.9,4.5,3.0,7.1,28.2,1.7,VILLAZZANO
318,Carpinus betulus,8.0,1.7,21.1,2.4,3.0,7.1,14.6,0.9,VILLAZZANO
319,Carpinus betulus,15.0,3.9,68.7,4.5,4.0,12.6,47.4,2.9,VILLAZZANO
320,Carpinus betulus,8.0,1.7,24.1,2.4,3.0,7.1,16.6,1.0,VILLAZZANO
321,Carpinus betulus,8.0,2.7,49.2,2.4,4.0,12.6,33.9,2.0,MATTARELLO
1843,Carpinus betulus,7.0,1.0,6.4,2.1,1.5,1.8,4.4,0.3,CENTRO STORICO PIEDICASTELLO
316,Carpinus betulus,15.0,6.1,77.9,4.5,4.0,12.6,53.7,3.2,VILLAZZANO
322,Carpinus betulus,4.0,1.1,7.0,1.2,1.5,1.8,4.8,0.3,MATTARELLO
307,Carpinus betulus,6.0,0.6,8.1,1.8,2.0,3.1,5.6,0.3,VILLAZZANO
305,Carpinus betulus,6.0,0.6,9.1,1.8,2.0,3.1,6.3,0.4,VILLAZZANO
