,day,min_temp,max_temp,avg_temp,year
7363,21.03.2013,5.5,14.3,9.9,2013
7364,22.03.2013,3.8,16.0,9.9,2013
7365,23.03.2013,2.8,12.9,7.85,2013
7366,24.03.2013,6.5,9.4,7.95,2013
7367,25.03.2013,5.0,10.6,7.8,2013
7368,26.03.2013,2.9,5.3,4.1,2013
7369,27.03.2013,3.6,8.0,5.8,2013
7370,28.03.2013,2.5,9.2,5.85,2013
7371,29.03.2013,2.3,8.5,5.4,2013
7372,30.03.2013,6.6,9.0,7.8,2013
7373,31.03.2013,6.5,14.8,10.65,2013
7374,01.04.2013,3.5,13.1,8.3,2013
7375,02.04.2013,6.0,16.1,11.05,2013
7376,03.04.2013,7.9,16.3,12.1,2013
7377,04.04.2013,7.8,14.7,11.25,2013
7378,05.04.2013,7.4,12.0,9.7,2013
7379,06.04.2013,8.1,16.4,12.25,2013
7380,07.04.2013,9.7,14.2,11.95,2013
7381,08.04.2013,6.5,10.2,8.35,2013
7382,09.04.2013,6.3,12.8,9.55,2013
7383,10.04.2013,6.4,18.5,12.45,2013
7384,11.04.2013,8.1,13.8,10.95,2013
7385,12.04.2013,10.5,17.4,13.95,2013
7386,13.04.2013,10.2,21.0,15.6,2013
7387,14.04.2013,10.2,22.4,16.3,2013
7388,15.04.2013,8.4,24.3,16.35,2013
7389,16.04.2013,13.2,24.4,18.8,2013
7390,17.04.2013,11.3,24.9,18.1,2013
7391,18.04.2013,11.0,26.8,18.9,2013
7392,19.04.2013,11.7,25.1,18.4,2013
7393,20.04.2013,9.4,11.5,10.45,2013
7394,21.04.2013,9.9,16.3,13.1,2013
7395,22.04.2013,10.1,14.2,12.15,2013
7396,23.04.2013,10.7,19.4,15.05,2013
7397,24.04.2013,8.5,22.7,15.6,2013
7398,25.04.2013,8.6,24.7,16.65,2013
7399,26.04.2013,11.1,20.1,15.6,2013
7400,27.04.2013,12.5,17.1,14.8,2013
7401,28.04.2013,12.3,21.5,16.9,2013
7402,29.04.2013,13.8,18.1,15.95,2013
7403,30.04.2013,13.6,20.0,16.8,2013
7404,01.05.2013,13.8,22.9,18.35,2013
7405,02.05.2013,13.3,23.0,18.15,2013
7406,03.05.2013,11.9,24.1,18.0,2013
7407,04.05.2013,10.2,24.6,17.4,2013
7408,05.05.2013,14.0,23.2,18.6,2013
7409,06.05.2013,13.3,21.9,17.6,2013
7410,07.05.2013,13.8,20.2,17.0,2013
7411,08.05.2013,13.6,24.5,19.05,2013
7412,09.05.2013,12.0,26.5,19.25,2013
7413,10.05.2013,14.4,17.9,16.15,2013
7414,11.05.2013,12.4,20.4,16.4,2013
7415,12.05.2013,12.2,21.2,16.7,2013
7416,13.05.2013,10.3,22.2,16.25,2013
7417,14.05.2013,8.7,23.8,16.25,2013
7418,15.05.2013,12.3,24.0,18.15,2013
7419,16.05.2013,11.5,14.0,12.75,2013
7420,17.05.2013,11.2,14.9,13.05,2013
7421,18.05.2013,9.1,21.1,15.1,2013
7422,19.05.2013,11.7,17.8,14.75,2013
7423,20.05.2013,10.8,19.0,14.9,2013
7424,21.05.2013,8.7,20.2,14.45,2013
7425,22.05.2013,8.9,22.8,15.85,2013
7426,23.05.2013,10.3,23.1,16.7,2013
7427,24.05.2013,7.4,12.7,10.05,2013
7428,25.05.2013,7.2,16.6,11.9,2013
7429,26.05.2013,5.1,20.0,12.55,2013
7430,27.05.2013,9.0,21.1,15.05,2013
7431,28.05.2013,13.5,20.8,17.15,2013
7432,29.05.2013,11.6,18.4,15.0,2013
7433,30.05.2013,10.4,16.1,13.25,2013
7434,31.05.2013,10.4,19.1,14.75,2013
7435,01.06.2013,11.6,22.5,17.05,2013
7436,02.06.2013,10.1,25.0,17.55,2013
7437,03.06.2013,16.2,25.1,20.65,2013
7438,04.06.2013,15.8,26.1,20.95,2013
7439,05.06.2013,14.9,25.4,20.15,2013
7440,06.06.2013,12.7,25.6,19.15,2013
7441,07.06.2013,13.7,26.8,20.25,2013
7442,08.06.2013,13.7,27.0,20.35,2013
7443,09.06.2013,13.9,23.0,18.45,2013
7444,10.06.2013,13.5,21.3,17.4,2013
7445,11.06.2013,12.4,26.9,19.65,2013
7446,12.06.2013,11.9,28.3,20.1,2013
7447,13.06.2013,11.5,27.9,19.7,2013
7448,14.06.2013,16.2,28.2,22.2,2013
7449,15.06.2013,20.4,29.1,24.75,2013
7450,16.06.2013,18.3,30.1,24.2,2013
7451,17.06.2013,19.7,31.2,25.45,2013
7452,18.06.2013,19.3,29.9,24.6,2013
7453,19.06.2013,19.0,32.5,25.75,2013
7454,20.06.2013,21.0,33.4,27.2,2013
7455,21.06.2013,18.0,29.9,23.95,2013
7456,22.06.2013,17.4,29.2,23.3,2013
7457,23.06.2013,15.3,30.4,22.85,2013
7458,24.06.2013,11.9,19.6,15.75,2013
7459,25.06.2013,14.6,26.3,20.45,2013
7460,26.06.2013,15.8,26.3,21.05,2013
7461,27.06.2013,12.5,22.9,17.7,2013
7462,28.06.2013,11.3,21.5,16.4,2013
7463,29.06.2013,11.1,21.0,16.05,2013
7464,30.06.2013,10.2,29.4,19.8,2013
7465,01.07.2013,13.7,27.4,20.55,2013
7466,02.07.2013,15.0,28.4,21.7,2013
7467,03.07.2013,17.4,27.4,22.4,2013
7468,04.07.2013,17.9,33.3,25.6,2013
7469,05.07.2013,18.4,35.3,26.85,2013
7470,06.07.2013,19.9,33.7,26.8,2013
7471,07.07.2013,18.1,33.1,25.6,2013
7472,08.07.2013,18.5,30.9,24.7,2013
7473,09.07.2013,18.1,32.1,25.1,2013
7474,10.07.2013,19.9,28.4,24.15,2013
7475,11.07.2013,17.5,30.9,24.2,2013
7476,12.07.2013,18.8,28.7,23.75,2013
7477,13.07.2013,20.1,29.6,24.85,2013
7478,14.07.2013,16.5,30.1,23.3,2013
7479,15.07.2013,16.7,31.6,24.15,2013
7480,16.07.2013,17.2,30.6,23.9,2013
7481,17.07.2013,21.9,30.1,26.0,2013
7482,18.07.2013,19.8,27.9,23.85,2013
7483,19.07.2013,19.3,31.7,25.5,2013
7484,20.07.2013,19.4,32.0,25.7,2013
7485,21.07.2013,19.4,31.3,25.35,2013
7486,22.07.2013,17.9,32.5,25.2,2013
7487,23.07.2013,18.3,32.3,25.3,2013
7488,24.07.2013,21.1,32.3,26.7,2013
7489,25.07.2013,19.3,33.4,26.35,2013
7490,26.07.2013,19.9,33.6,26.75,2013
7491,27.07.2013,20.0,34.6,27.3,2013
7492,28.07.2013,21.9,35.8,28.85,2013
7493,29.07.2013,17.1,27.6,22.35,2013
7494,30.07.2013,17.2,30.1,23.65,2013
7495,31.07.2013,14.8,31.6,23.2,2013
7496,01.08.2013,17.0,32.9,24.95,2013
7497,02.08.2013,18.1,34.9,26.5,2013
7498,03.08.2013,17.8,35.3,26.55,2013
7499,04.08.2013,19.5,35.7,27.6,2013
7500,05.08.2013,22.9,35.5,29.2,2013
7501,06.08.2013,19.4,36.0,27.7,2013
7502,07.08.2013,19.7,33.6,26.65,2013
7503,08.08.2013,21.4,33.5,27.45,2013
7504,09.08.2013,18.2,28.4,23.3,2013
7505,10.08.2013,16.8,29.8,23.3,2013
7506,11.08.2013,16.5,30.2,23.35,2013
7507,12.08.2013,17.8,31.3,24.55,2013
7508,13.08.2013,18.8,32.2,25.5,2013
7509,14.08.2013,18.4,26.7,22.55,2013
7510,15.08.2013,17.1,28.4,22.75,2013
7511,16.08.2013,18.0,30.2,24.1,2013
7512,17.08.2013,16.0,31.8,23.9,2013
7513,18.08.2013,15.4,32.8,24.1,2013
7514,19.08.2013,16.8,31.7,24.25,2013
7515,20.08.2013,17.5,27.1,22.3,2013
7516,21.08.2013,16.3,28.6,22.45,2013
7517,22.08.2013,13.3,29.3,21.3,2013
7518,23.08.2013,16.7,28.6,22.65,2013
7519,24.08.2013,15.5,28.1,21.8,2013
7520,25.08.2013,16.7,24.6,20.65,2013
7521,26.08.2013,15.6,23.4,19.5,2013
7522,27.08.2013,16.2,24.6,20.4,2013
7523,28.08.2013,14.2,26.5,20.35,2013
7524,29.08.2013,14.2,25.6,19.9,2013
7525,30.08.2013,16.0,26.2,21.1,2013
7526,31.08.2013,14.9,27.3,21.1,2013
7527,01.09.2013,16.5,26.7,21.6,2013
7528,02.09.2013,15.0,27.2,21.1,2013
7529,03.09.2013,12.4,29.3,20.85,2013
7530,04.09.2013,13.8,28.5,21.15,2013
7531,05.09.2013,19.8,28.7,24.25,2013
7532,06.09.2013,19.9,28.4,24.15,2013
7533,07.09.2013,18.8,29.5,24.15,2013
7534,08.09.2013,18.5,24.1,21.3,2013
7535,09.09.2013,17.1,25.6,21.35,2013
7536,10.09.2013,14.2,22.1,18.15,2013
7537,11.09.2013,12.6,19.9,16.25,2013
7538,12.09.2013,10.6,21.0,15.8,2013
7539,13.09.2013,10.7,22.2,16.45,2013
7540,14.09.2013,10.8,22.3,16.55,2013
7541,15.09.2013,14.2,19.7,16.95,2013
7542,16.09.2013,12.3,21.4,16.85,2013
7543,17.09.2013,11.8,19.8,15.8,2013
7544,18.09.2013,11.4,19.3,15.35,2013
7545,19.09.2013,12.0,24.4,18.2,2013
7546,20.09.2013,12.9,22.8,17.85,2013
7547,21.09.2013,9.5,23.3,16.4,2013
7548,22.09.2013,11.4,21.1,16.25,2013
7549,23.09.2013,11.3,24.0,17.65,2013
7550,24.09.2013,9.3,24.6,16.95,2013
7551,25.09.2013,15.4,22.9,19.15,2013
7552,26.09.2013,12.5,23.1,17.8,2013
7553,27.09.2013,14.6,23.9,19.25,2013
7554,28.09.2013,18.1,23.1,20.6,2013
7555,29.09.2013,16.3,21.6,18.95,2013
7556,30.09.2013,14.6,18.6,16.6,2013
7557,01.10.2013,14.7,19.9,17.3,2013
7558,02.10.2013,13.7,20.0,16.85,2013
7559,03.10.2013,13.9,16.1,15.0,2013
7560,04.10.2013,13.1,15.3,14.2,2013
7561,05.10.2013,11.8,15.6,13.7,2013
7562,06.10.2013,12.9,18.5,15.7,2013
7563,07.10.2013,14.0,17.2,15.6,2013
7564,08.10.2013,14.2,18.6,16.4,2013
7565,09.10.2013,14.5,19.3,16.9,2013
7566,10.10.2013,8.2,16.0,12.1,2013
7567,11.10.2013,5.6,11.8,8.7,2013
7568,12.10.2013,5.2,11.4,8.3,2013
7569,13.10.2013,6.1,13.5,9.8,2013
7570,14.10.2013,10.0,14.5,12.25,2013
7571,15.10.2013,11.0,14.5,12.75,2013
7572,16.10.2013,9.0,20.1,14.55,2013
7573,17.10.2013,5.8,18.0,11.9,2013
7574,18.10.2013,6.4,15.7,11.05,2013
7575,19.10.2013,5.2,16.3,10.75,2013
7576,20.10.2013,10.4,14.8,12.6,2013
7577,21.10.2013,11.5,17.4,14.45,2013
7578,22.10.2013,13.7,15.5,14.6,2013
7579,23.10.2013,13.0,15.8,14.4,2013
7580,24.10.2013,13.7,17.5,15.6,2013
7581,25.10.2013,13.4,18.7,16.05,2013
7582,26.10.2013,11.1,18.4,14.75,2013
7583,27.10.2013,13.2,16.5,14.85,2013
7584,28.10.2013,11.3,19.1,15.2,2013
7585,29.10.2013,12.1,14.7,13.4,2013
7586,30.10.2013,12.2,14.7,13.45,2013
7587,31.10.2013,11.9,17.0,14.45,2013
7588,01.11.2013,11.6,16.3,13.95,2013
7589,02.11.2013,13.2,15.4,14.3,2013
7590,03.11.2013,11.0,17.6,14.3,2013
7591,04.11.2013,8.4,11.5,9.95,2013
7592,05.11.2013,7.7,14.3,11.0,2013
7593,06.11.2013,8.9,12.8,10.85,2013
7594,07.11.2013,8.2,14.2,11.2,2013
7595,08.11.2013,9.1,12.3,10.7,2013
7596,09.11.2013,8.8,13.1,10.95,2013
7597,10.11.2013,5.9,12.3,9.1,2013
7598,11.11.2013,9.8,14.0,11.9,2013
7599,12.11.2013,6.1,13.9,10.0,2013
7600,13.11.2013,6.8,14.6,10.7,2013
7601,14.11.2013,4.9,10.0,7.45,2013
7602,15.11.2013,6.9,9.0,7.95,2013
7603,16.11.2013,5.6,12.5,9.05,2013
7604,17.11.2013,8.8,10.3,9.55,2013
7605,18.11.2013,8.6,10.1,9.35,2013
7606,19.11.2013,7.3,10.1,8.7,2013
7607,20.11.2013,7.3,10.6,8.95,2013
7608,21.11.2013,3.3,8.7,6.0,2013
7609,22.11.2013,1.6,7.4,4.5,2013
7610,23.11.2013,5.3,10.9,8.1,2013
7611,24.11.2013,4.8,13.3,9.05,2013
7612,25.11.2013,3.8,11.5,7.65,2013
7613,26.11.2013,2.7,6.5,4.6,2013
7614,27.11.2013,-1.1,5.9,2.4,2013
7615,28.11.2013,-4.4,4.2,-0.1,2013
7616,29.11.2013,-2.2,5.2,1.5,2013
7617,30.11.2013,0.2,6.0,3.1,2013
7618,01.12.2013,0.4,8.3,4.35,2013
7619,02.12.2013,-0.7,10.0,4.65,2013
7620,03.12.2013,-1.2,7.3,3.05,2013
7621,04.12.2013,0.6,8.3,4.45,2013
7622,05.12.2013,-0.8,9.5,4.35,2013
7623,06.12.2013,-2.2,15.5,6.65,2013
7624,07.12.2013,0.1,10.5,5.3,2013
7625,08.12.2013,-2.4,4.7,1.15,2013
7626,09.12.2013,-2.0,3.8,0.9,2013
7627,10.12.2013,-1.0,8.4,3.7,2013
7628,11.12.2013,-1.5,6.3,2.4,2013
7629,12.12.2013,-1.4,7.4,3.0,2013
7630,13.12.2013,-0.2,8.3,4.05,2013
7631,14.12.2013,0.5,7.4,3.95,2013
7632,15.12.2013,0.4,10.3,5.35,2013
7633,16.12.2013,0.0,7.7,3.85,2013
7634,17.12.2013,-1.4,7.5,3.05,2013
7635,18.12.2013,-1.8,6.0,2.1,2013
7636,19.12.2013,-3.5,1.7,-0.9,2013
7637,20.12.2013,0.6,5.1,2.85,2013
7638,21.12.2013,0.8,6.0,3.4,2013
7639,22.12.2013,4.5,5.9,5.2,2013
7640,23.12.2013,5.2,8.2,6.7,2013
7641,24.12.2013,5.4,9.4,7.4,2013
7642,25.12.2013,7.8,10.3,9.05,2013
7643,26.12.2013,3.3,7.9,5.6,2013
7644,27.12.2013,2.0,10.2,6.1,2013
7645,28.12.2013,0.8,5.7,3.25,2013
7646,29.12.2013,3.8,8.1,5.95,2013
7647,30.12.2013,2.0,7.5,4.75,2013
7648,31.12.2013,0.0,4.8,2.4,2013
8745,01.01.2017,-3.8,4.5,0.35,2017
8746,02.01.2017,-5.2,4.8,-0.2,2017
8747,03.01.2017,-3.0,9.3,3.15,2017
8748,04.01.2017,-5.1,9.0,1.95,2017
8749,05.01.2017,2.2,6.9,4.55,2017
8750,06.01.2017,0.1,3.5,1.8,2017
8751,07.01.2017,-7.5,1.0,-3.25,2017
8752,08.01.2017,-7.7,0.5,-3.6,2017
8753,09.01.2017,-6.6,6.1,-0.25,2017
8754,10.01.2017,-5.6,2.7,-1.45,2017
8755,11.01.2017,-3.8,1.9,-0.95,2017
8756,12.01.2017,-6.4,2.5,-1.95,2017
8757,13.01.2017,-0.8,5.4,2.3,2017
8758,14.01.2017,-1.9,5.5,1.8,2017
8759,15.01.2017,0.1,5.3,2.7,2017
8760,16.01.2017,-4.1,4.1,0.0,2017
8761,17.01.2017,1.4,5.0,3.2,2017
8762,18.01.2017,-0.7,5.7,2.5,2017
8763,19.01.2017,-4.6,5.1,0.25,2017
8764,20.01.2017,-5.9,4.5,-0.7,2017
8765,21.01.2017,-3.6,5.3,0.85,2017
8766,22.01.2017,-2.9,5.7,1.4,2017
8767,23.01.2017,-5.4,5.3,-0.05,2017
8768,24.01.2017,-2.6,6.4,1.9,2017
8769,25.01.2017,-4.0,6.2,1.1,2017
8770,26.01.2017,-5.2,5.8,0.3,2017
8771,27.01.2017,-5.7,4.5,-0.6,2017
8772,28.01.2017,-5.8,5.0,-0.4,2017
8773,29.01.2017,-4.6,6.5,0.95,2017
8774,30.01.2017,-4.8,5.9,0.55,2017
8775,31.01.2017,2.0,3.9,2.95,2017
8776,01.02.2017,2.6,4.2,3.4,2017
8777,02.02.2017,3.4,5.6,4.5,2017
8778,03.02.2017,4.0,7.2,5.6,2017
8779,04.02.2017,4.4,7.2,5.8,2017
8780,05.02.2017,3.2,5.9,4.55,2017
8781,06.02.2017,3.4,10.9,7.15,2017
8782,07.02.2017,4.7,9.7,7.2,2017
8783,08.02.2017,4.0,9.6,6.8,2017
8784,09.02.2017,1.2,9.9,5.55,2017
8785,10.02.2017,3.1,6.9,5.0,2017
8786,11.02.2017,2.9,7.9,5.4,2017
8787,12.02.2017,2.7,10.4,6.55,2017
8788,13.02.2017,1.8,10.4,6.1,2017
8789,14.02.2017,2.7,11.5,7.1,2017
8790,15.02.2017,2.6,12.2,7.4,2017
8791,16.02.2017,3.4,13.8,8.6,2017
8792,17.02.2017,0.9,11.3,6.1,2017
8793,18.02.2017,0.3,12.7,6.5,2017
8794,19.02.2017,1.5,11.7,6.6,2017
8795,20.02.2017,-0.8,12.0,5.6,2017
8796,21.02.2017,2.6,10.8,6.7,2017
8797,22.02.2017,1.4,9.7,5.55,2017
8798,23.02.2017,6.2,10.4,8.3,2017
8799,24.02.2017,7.8,11.9,9.85,2017
8800,25.02.2017,2.7,13.0,7.85,2017
8801,26.02.2017,-0.3,11.6,5.65,2017
8802,27.02.2017,1.2,13.3,7.25,2017
8803,28.02.2017,7.0,9.4,8.2,2017
8804,01.03.2017,3.8,12.4,8.1,2017
8805,02.03.2017,1.2,13.7,7.45,2017
8806,03.03.2017,2.6,12.6,7.6,2017
8807,04.03.2017,8.0,12.2,10.1,2017
8808,05.03.2017,7.7,13.0,10.35,2017
8809,06.03.2017,4.7,13.6,9.15,2017
8810,07.03.2017,8.6,14.0,11.3,2017
8811,08.03.2017,6.1,15.4,10.75,2017
8812,09.03.2017,4.4,16.6,10.5,2017
8813,10.03.2017,8.9,17.8,13.35,2017
8814,11.03.2017,4.1,16.8,10.45,2017
8815,12.03.2017,2.9,15.8,9.35,2017
8816,13.03.2017,3.1,16.1,9.6,2017
8817,14.03.2017,5.4,21.1,13.25,2017
8818,15.03.2017,5.4,16.9,11.15,2017
8819,16.03.2017,4.7,20.2,12.45,2017
8820,17.03.2017,4.3,20.6,12.45,2017
8821,18.03.2017,6.9,19.5,13.2,2017
8822,19.03.2017,6.6,17.5,12.05,2017
8823,20.03.2017,5.8,19.4,12.6,2017
8824,21.03.2017,12.7,16.7,14.7,2017
8825,22.03.2017,12.1,16.2,14.15,2017
8826,23.03.2017,10.0,16.6,13.3,2017
8827,24.03.2017,10.6,19.3,14.95,2017
8828,25.03.2017,10.1,22.6,16.35,2017
8829,26.03.2017,9.3,17.8,13.55,2017
8830,27.03.2017,8.4,18.0,13.2,2017
8831,28.03.2017,5.1,20.9,13.0,2017
8832,29.03.2017,7.5,23.5,15.5,2017
8833,30.03.2017,7.2,24.0,15.6,2017
8834,31.03.2017,8.5,23.6,16.05,2017
8835,01.04.2017,9.6,21.9,15.75,2017
8836,02.04.2017,7.5,19.5,13.5,2017
8837,03.04.2017,9.5,23.9,16.7,2017
8838,04.04.2017,10.5,19.4,14.95,2017
8839,05.04.2017,8.7,15.4,12.05,2017
8840,06.04.2017,6.9,21.0,13.95,2017
8841,07.04.2017,6.6,21.1,13.85,2017
8842,08.04.2017,6.3,24.0,15.15,2017
8843,09.04.2017,8.1,23.7,15.9,2017
8844,10.04.2017,9.6,23.8,16.7,2017
8845,11.04.2017,9.6,23.6,16.6,2017
8846,12.04.2017,10.0,21.8,15.9,2017
8847,13.04.2017,10.9,23.3,17.1,2017
8848,14.04.2017,10.2,22.8,16.5,2017
8849,15.04.2017,12.1,20.1,16.1,2017
8850,16.04.2017,8.7,21.7,15.2,2017
8851,17.04.2017,7.3,16.3,11.8,2017
8852,18.04.2017,8.6,13.6,11.1,2017
8853,19.04.2017,5.7,12.3,9.0,2017
8854,20.04.2017,6.2,14.2,10.2,2017
8855,21.04.2017,4.0,18.8,11.4,2017
8856,22.04.2017,3.6,20.6,12.1,2017
8857,23.04.2017,6.9,21.3,14.1,2017
8858,24.04.2017,12.4,16.3,14.35,2017
8859,25.04.2017,12.5,18.4,15.45,2017
8860,26.04.2017,10.3,15.1,12.7,2017
8861,27.04.2017,9.7,15.5,12.6,2017
8862,28.04.2017,8.1,13.8,10.95,2017
8863,29.04.2017,6.5,18.6,12.55,2017
8864,30.04.2017,5.0,19.5,12.25,2017
8865,01.05.2017,6.9,14.8,10.85,2017
8866,02.05.2017,5.8,20.7,13.25,2017
8867,03.05.2017,8.8,16.4,12.6,2017
8868,04.05.2017,10.1,15.7,12.9,2017
8869,05.05.2017,9.4,22.8,16.1,2017
8870,06.05.2017,9.0,15.3,12.15,2017
8871,07.05.2017,10.6,20.3,15.45,2017
8872,08.05.2017,9.9,22.2,16.05,2017
8873,09.05.2017,11.8,22.6,17.2,2017
8874,10.05.2017,12.8,20.4,16.6,2017
8875,11.05.2017,13.6,20.5,17.05,2017
8876,12.05.2017,12.9,22.9,17.9,2017
8877,13.05.2017,14.6,26.2,20.4,2017
8878,14.05.2017,15.8,25.8,20.8,2017
8879,15.05.2017,15.0,25.5,20.25,2017
8880,16.05.2017,11.8,27.2,19.5,2017
8881,17.05.2017,13.3,27.7,20.5,2017
8882,18.05.2017,19.6,26.1,22.85,2017
8883,19.05.2017,13.8,23.6,18.7,2017
8884,20.05.2017,12.6,21.7,17.15,2017
8885,21.05.2017,15.1,26.4,20.75,2017
8886,22.05.2017,12.4,27.4,19.9,2017
8887,23.05.2017,13.2,28.7,20.95,2017
8888,24.05.2017,13.6,28.7,21.15,2017
8889,25.05.2017,17.0,28.4,22.7,2017
8890,26.05.2017,15.0,27.3,21.15,2017
8891,27.05.2017,14.7,29.2,21.95,2017
8892,28.05.2017,15.6,30.5,23.05,2017
8893,29.05.2017,16.7,30.7,23.7,2017
8894,30.05.2017,17.8,31.2,24.5,2017
8895,31.05.2017,18.0,30.6,24.3,2017
8896,01.06.2017,17.5,30.7,24.1,2017
8897,02.06.2017,18.6,28.3,23.45,2017
8898,03.06.2017,18.1,29.9,24.0,2017
8899,04.06.2017,18.5,25.2,21.85,2017
8900,05.06.2017,16.3,23.6,19.95,2017
8901,06.06.2017,16.0,21.6,18.8,2017
8902,07.06.2017,13.2,26.4,19.8,2017
8903,08.06.2017,9.8,25.5,17.65,2017
8904,09.06.2017,12.4,26.8,19.6,2017
8905,10.06.2017,15.4,31.0,23.2,2017
8906,11.06.2017,15.9,30.7,23.3,2017
8907,12.06.2017,18.9,31.7,25.3,2017
8908,13.06.2017,19.6,32.2,25.9,2017
8909,14.06.2017,20.5,27.4,23.95,2017
8910,15.06.2017,18.0,31.3,24.65,2017
8911,16.06.2017,20.2,32.2,26.2,2017
8912,17.06.2017,22.6,32.4,27.5,2017
8913,18.06.2017,16.6,30.8,23.7,2017
8914,19.06.2017,17.6,31.5,24.55,2017
8915,20.06.2017,18.6,33.3,25.95,2017
8916,21.06.2017,18.9,33.1,26.0,2017
8917,22.06.2017,18.4,32.4,25.4,2017
8918,23.06.2017,22.6,32.7,27.65,2017
8919,24.06.2017,20.8,33.7,27.25,2017
8920,25.06.2017,17.8,27.1,22.45,2017
8921,26.06.2017,15.6,30.7,23.15,2017
8922,27.06.2017,19.6,26.6,23.1,2017
8923,28.06.2017,15.0,25.8,20.4,2017
8924,29.06.2017,14.8,25.1,19.95,2017
8925,30.06.2017,14.2,23.0,18.6,2017
8926,01.07.2017,13.0,25.7,19.35,2017
8927,02.07.2017,14.2,27.6,20.9,2017
8928,03.07.2017,13.5,29.7,21.6,2017
8929,04.07.2017,17.8,29.0,23.4,2017
8930,05.07.2017,19.4,30.8,25.1,2017
8931,06.07.2017,17.7,32.5,25.1,2017
8932,07.07.2017,19.3,32.0,25.65,2017
8933,08.07.2017,19.5,33.7,26.6,2017
8934,09.07.2017,17.9,29.2,23.55,2017
8935,10.07.2017,19.6,30.1,24.85,2017
8936,11.07.2017,18.1,28.2,23.15,2017
8937,12.07.2017,17.1,29.3,23.2,2017
8938,13.07.2017,21.9,31.9,26.9,2017
8939,14.07.2017,18.4,27.0,22.7,2017
8940,15.07.2017,16.4,28.3,22.35,2017
8941,16.07.2017,15.2,28.6,21.9,2017
8942,17.07.2017,15.1,29.2,22.15,2017
8943,18.07.2017,19.5,30.9,25.2,2017
8944,19.07.2017,20.5,30.8,25.65,2017
8945,20.07.2017,19.2,30.3,24.75,2017
8946,21.07.2017,19.7,28.8,24.25,2017
8947,22.07.2017,19.2,30.0,24.6,2017
8948,23.07.2017,19.2,31.1,25.15,2017
8949,24.07.2017,17.7,23.3,20.5,2017
8950,25.07.2017,15.4,25.0,20.2,2017
8951,26.07.2017,12.2,26.1,19.15,2017
8952,27.07.2017,17.7,27.4,22.55,2017
8953,28.07.2017,15.2,30.0,22.6,2017
8954,29.07.2017,17.7,31.0,24.35,2017
8955,30.07.2017,18.7,30.4,24.55,2017
8956,31.07.2017,18.8,31.6,25.2,2017
8957,01.08.2017,19.7,34.2,26.95,2017
8958,02.08.2017,20.9,35.0,27.95,2017
8959,03.08.2017,20.1,34.6,27.35,2017
8960,04.08.2017,21.0,35.1,28.05,2017
8961,05.08.2017,23.5,35.5,29.5,2017
8962,06.08.2017,19.3,28.0,23.65,2017
8963,07.08.2017,17.7,29.2,23.45,2017
8964,08.08.2017,17.8,30.1,23.95,2017
8965,09.08.2017,18.6,31.2,24.9,2017
8966,10.08.2017,17.3,25.8,21.55,2017
8967,11.08.2017,16.2,25.4,20.8,2017
8968,12.08.2017,15.4,26.1,20.75,2017
8969,13.08.2017,13.7,28.2,20.95,2017
8970,14.08.2017,17.1,28.8,22.95,2017
8971,15.08.2017,16.0,30.2,23.1,2017
8972,16.08.2017,18.2,28.2,23.2,2017
8973,17.08.2017,16.9,30.7,23.8,2017
8974,18.08.2017,19.1,31.7,25.4,2017
8975,19.08.2017,17.1,26.4,21.75,2017
8976,20.08.2017,16.4,26.0,21.2,2017
8977,21.08.2017,15.3,26.3,20.8,2017
8978,22.08.2017,13.4,25.7,19.55,2017
8979,23.08.2017,14.3,27.6,20.95,2017
8980,24.08.2017,15.5,30.0,22.75,2017
8981,25.08.2017,19.1,30.5,24.8,2017
8982,26.08.2017,18.3,30.7,24.5,2017
8983,27.08.2017,19.2,28.8,24.0,2017
8984,28.08.2017,20.1,27.6,23.85,2017
8985,29.08.2017,16.6,29.4,23.0,2017
8986,30.08.2017,16.2,29.7,22.95,2017
8987,31.08.2017,18.5,29.7,24.1,2017
8988,01.09.2017,16.8,22.9,19.85,2017
8989,02.09.2017,13.3,18.8,16.05,2017
8990,03.09.2017,13.3,22.5,17.9,2017
8991,04.09.2017,10.6,23.5,17.05,2017
8992,05.09.2017,14.8,25.9,20.35,2017
8993,06.09.2017,14.3,25.1,19.7,2017
8994,07.09.2017,17.9,25.3,21.6,2017
8995,08.09.2017,16.0,24.1,20.05,2017
8996,09.09.2017,16.6,24.5,20.55,2017
8997,10.09.2017,14.2,16.3,15.25,2017
8998,11.09.2017,13.9,20.4,17.15,2017
8999,12.09.2017,11.2,19.0,15.1,2017
9000,13.09.2017,9.9,18.8,14.35,2017
9001,14.09.2017,12.5,20.2,16.35,2017
9002,15.09.2017,11.1,18.8,14.95,2017
9003,16.09.2017,13.1,18.0,15.55,2017
9004,17.09.2017,10.2,16.4,13.3,2017
9005,18.09.2017,10.1,18.0,14.05,2017
9006,19.09.2017,12.0,17.0,14.5,2017
9007,20.09.2017,12.0,20.2,16.1,2017
9008,21.09.2017,7.7,19.7,13.7,2017
9009,22.09.2017,7.1,21.7,14.4,2017
9010,23.09.2017,9.7,20.6,15.15,2017
9011,24.09.2017,13.5,21.4,17.45,2017
9012,25.09.2017,12.0,20.4,16.2,2017
9013,26.09.2017,11.4,21.7,16.55,2017
9014,27.09.2017,9.4,21.7,15.55,2017
